top - 16:33:24 up 73 days,  4:00, 12 users,  load average: 11.36, 26.46, 30.62
Tasks: 1308 total,  10 running, 1295 sleeping,   3 stopped,   0 zombie
%Cpu(s):  6.4 us,  5.0 sy,  0.0 ni, 88.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem : 2063849.+total, 459210.2 free,  39424.8 used, 1565214.+buff/cache
MiB Swap:   2048.0 total,     71.7 free,   1976.3 used. 1962674.+avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
2882762 root      20   0   14032   8976   7488 S   0.0   0.0   0:00.01 sshd
2882868 robert.+  20   0   14032   6204   4552 S   0.0   0.0   0:17.84 sshd
2882869 robert.+  20   0    9580   3596   3316 S   0.0   0.0   0:00.00 bash
2882872 robert.+  20   0    2724   1896   1684 S   0.0   0.0   0:00.02 sh
2883009 robert.+  20   0  228532  17568  11476 S   0.0   0.0   0:32.68 code-42b266171e
2883126 robert.+  20   0    2616    596    528 S   0.0   0.0   0:00.00 sh
2883130 robert.+  20   0   11.3g 127060  46648 R   0.0   0.0   1:01.50 node
2883169 robert.+  20   0   11.2g  75216  43676 R   0.0   0.0   1:15.24 node
2883402 robert.+  20   0   41.4g 243632  47388 S   0.0   0.0   5:41.63 node
2883417 robert.+  20   0   11.1g  57904  42820 S   0.0   0.0   0:00.64 node
2883467 robert.+  20   0   11568   5856   3528 S   0.0   0.0   0:00.04 bash
2883492 robert.+  20   0 6504816 137868  67312 S   0.0   0.0   0:07.29 language_server
2888939 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u194:0-events_unbound
2894451 root      20   0       0      0      0 I   0.0   0.0   2:07.43 kworker/u192:2-ext4-rsv-conversion
2902276 root      20   0       0      0      0 I   0.0   0.0   0:00.15 kworker/u196:1-events_unbound
2905793 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/95:1-mm_percpu_wq
2908427 robert.+  20   0   11288   3668   1632 T   0.0   0.0   0:00.00 bash
2908428 robert.+  20   0 5824292   1.2g  58148 T   0.0   0.1   2:09.90 python
2910914 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/82:0-events
2911964 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/74:0-cgroup_destroy
2912756 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u199:2-events_unbound
2913765 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/76:0-mm_percpu_wq
2914270 root      20   0       0      0      0 I   0.0   0.0   0:00.93 kworker/u193:2-writeback
2916612 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u200:0-events_unbound
2925918 root      20   0       0      0      0 I   0.0   0.0   0:00.28 kworker/u196:2-events_unbound
2927033 robert.+  20   0   13032   6448   3260 S   0.0   0.0   1:21.55 htop
2927055 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u195:2-events_unbound
2927859 root      20   0       0      0      0 I   0.0   0.0   0:40.28 kworker/u198:0-events_unbound
2927952 root      20   0       0      0      0 I   0.0   0.0   0:00.24 kworker/u193:0-events_power_efficient
2930235 root      20   0       0      0      0 I   0.0   0.0   0:15.75 kworker/u198:2-events_unbound
2930470 root      20   0       0      0      0 I   0.0   0.0   0:00.14 kworker/u197:1-events_unbound
2931324 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u200:1-events_unbound
2931422 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u195:0-events_unbound
2931423 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u194:2-events_unbound
2932320 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u199:0-events_unbound
2932382 root      20   0       0      0      0 I   0.0   0.0   0:01.93 kworker/u198:3-events_unbound
2932453 root      20   0       0      0      0 I   0.0   0.0   0:00.05 kworker/u197:2-events_unbound
2932580 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u192:0-edac-poller
2933604 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u196:0-events_unbound
2933695 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u200:2-events_unbound
2934399 robert.+  20   0    8084    584    516 S   0.0   0.0   0:00.00 sleep
2934556 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker/u197:0-events_unbound
2935003 robert.+  20   0    8084    580    516 S   0.0   0.0   0:00.00 sleep
2935020 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/45:2
2935147 robert.+  20   0    8084    576    512 S   0.0   0.0   0:00.00 sleep
2935178 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u193:1
2935179 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/u192:1
3331125 root      20   0       0      0      0 I   0.0   0.0   0:31.25 kworker/20:0-mm_percpu_wq
3367817 root      20   0       0      0      0 I   0.0   0.0   0:25.99 kworker/18:0-rcu_par_gp
3480896 root      20   0       0      0      0 I   0.0   0.0   0:19.74 kworker/56:2-mm_percpu_wq
3517309 root      20   0       0      0      0 I   0.0   0.0   0:16.69 kworker/58:1-mm_percpu_wq
3584467 robert.+  20   0  690352  64936  14744 S   0.0   0.0   1:02.27 python
